filename	first_sentence	second_sentence	label
1-guideline.txt	c. ‘Modification of a payment order by the fraudster’ is a type of unauthorised transaction            as defined in Guideline 1.1(a) and refers to a situation where the fraudster intercepts            and modifies a legitimate payment order at some point during the electronic            communication between the payer’s device and the payment service provider (for           	 instance through malware or attacks allowing attackers to eavesdrop on the            communication between two legitimately communicating hosts (man-in-the middle            attacks)) or modifies the payment instruction in the payment service provider’s system            before the payment order is cleared and settled.	1
1-guideline.txt	d. ‘Issuance of a payment order by the fraudster’ is a type of unauthorised transaction as            defined in Guideline 1.1(a) and refers to a situation where a fake payment order is         	   issued by the fraudster after having obtained the payer/payee's sensitive payment data            through fraudulent means.	1
1-guideline.txt	2.3.   A payment service provider authorised, or a branch established, in a Member State of the        euro area should report the values in euro currency, whereas a payment service provider        authorised, or a branch established, in a Member State not participating in the euro area        should report in the currency of that Member State. 	The reporting payment service providers        should convert data for values of transactions or fraudulent transactions denominated in a        currency other than the euro currency or the relevant Member State’s official currency into        the currency they should report in, using the relevant exchange rates applied to these        transactions or the average ECB reference exchange rate for the applicable reporting period.	1
1-guideline.txt	2.4.   The payment service provider should report only payment transactions that have been        executed, including those transactions that have been initiated by a payment initiation      	  service provider. Prevented fraudulent transactions that are blocked before they are        executed due to suspicion of fraud should not be included.	1
1-guideline.txt	2.6.   The payment service provider should identify the applicable data breakdown(s), depending       	 on the payment service(s) and payment instrument(s) provided, and submit the applicable        data to the competent authority.	1
1-guideline.txt	2.12. In order to avoid double counting when calculating the total transactions and fraudulent       transactions across all payment instruments, the payment service provider that executes       	credit transfers initiated by a payment initiation service provider should indicate the       breakdown for the volume and value of the total transactions and fraudulent payment       transactions that have been initiated via a payment initiation service provider when       reporting under Data Breakdown A.	1
1-guideline.txt	3.2.   The payment service provider that benefit from an exemption under Article 32 PSD2 and emoney institutions that benefit from the exemption under Article 9 Directive 2009/110/EC        on the taking up, pursuit and prudential supervision of the business of electronic money       	 institutions should only report the set of data requested under the applicable form(s) in        Annex 2 on an annual basis with data broken down in two periods of six months.	1
1-guideline.txt	5.2.   The payment service provider should record data from all its agents, providing payment        services in the EEA and aggregate these data with the rest of the data before reporting 	to the        home competent authority. When doing so, the location of the agent is irrelevant for        determining the geographical perspective.	1
1-guideline.txt	6.1    The date to be considered by payment service providers for recording payment transactions        and fraudulent payment transactions for the purpose of this statistical reporting is the day       	 the transaction has been executed in accordance with PSD2. In the case of a series of        transactions, the date recorded should be the date when each individual payment        transaction was executed.	1
1-guideline.txt	7.4   For money remittance services, the payment service provider should provide data in       accordance with Data Breakdown G in Annex 2 and as specified in Guideline 1.3. The payment       	  service provider offering these services should report data on volumes and values of all       payment transactions and fraudulent payment transactions in Guideline 2.1 with the       geographical perspective.	1
1-guideline.txt	7.5   When providing provides payment initiation services, the payment service provider should       provide data in accordance with Data Breakdown H in Annex 2. The payment service provider     	  should report the executed payment transactions it initiated and the executed fraudulent       transactions it initiated, both by volume and value.	1
1-guideline.txt	7.7   A payment service provider that does not manage the account of the payment service user       but issues and executes card-based payments (a card-based payment instrument issuer)      	 should provide data on volumes and values, in accordance with Data Breakdown C and/or E       in Annex 2. When such data are provided, the account service payment service provider       should ensure that no double-reporting of such transactions occur.	1
1-guideline.txt	7.8   The payment service provider offering credit transfer and card based payment services       should provide data in accordance with Data Breakdowns A, C and/or D in Annex 2,     	    depending on the payment instrument used for a given payment transaction and on the role       of the payment service provider. The data include:	1
1-guideline.txt	1.2.   For the purposes of Guideline 1.1, the competent authority should report only payment        transactions that have been initiated and executed (including acquired where applicable) by        payment service providers (including card based payment instrument issuers where        applicable). 	The competent authority should not report data on payment transactions that,        however linked to any of the circumstances referred to in Guideline 1.1, have not been        executed and have not resulted in a transfer of funds in accordance with PSD2 provisions.	1
1-guideline.txt	1.3.   The competent authority should report all payment transactions and fraudulent payment      	  transactions in accordance with the following:	1
1-guideline.txt	a.    For non-card based payment transactions and remote card based payment                  transactions, ‘domestic payment transactions’ refer to payment transactions               	   initiated by a payer, or by or through a payee, where the payer’s payment service                  provider and the payee’s payment service provider are located in the same                  Member State,	1
1-guideline.txt	b.    For EEA branches, domestic payment transactions refer to the payment                  transactions where	 both the payer’s and the payee’s payment service providers are                  in the host Member State where the branch is established.	1
1-guideline.txt	                                                                                                 24 FINAL REPORT ON FRAUD 	REPORTING GUIDELINES UNDER PSD2	1
1-guideline.txt	           c.    For non-card based payment transactions and remote card based payment                  transactions, ‘cross-border payment transactions within the EEA’ refer to payment                	  transactions initiated by a payer, or by or through a payee, where the payer’s                  payment service provider and the payee’s payment service provider are located in                  different Member States.	1
1-guideline.txt	d.    For non-remote card-based payment transactions, ‘domestic payment                  transactions’ refer to payment transactions where the payer’s payment service                  provider (issuer), the payee’s payment service provider (acquirer) and the POS or                  ATM used are located in the same Member State. If the payer’s payment service                  	provider and the payee’s payment service provider are in different Member States                  or the payer’s payment service provider (issuer) is located in a Member State                  different from that of the POS or ATM, the transaction is a ‘cross-border payment                  transaction within the EEA’.	1
1-guideline.txt	e.    ‘Cross-border payment transactions outside the EEA’ refer to payment transactions                  initiated by a payer, or by or through a payee, where either the payer’s or the                	  payee’s payment service provider is located outside the EEA while the other is                  located within the EEA.	1
1-guideline.txt	f.    ‘Total fraudulent payment transactions’ refer to all the transactions mentioned in                  Guideline 1.1,	 regardless of whether the amount of the fraudulent payment                  transaction has been recovered.	1
1-guideline.txt	g.    ‘Modification of a payment order by the fraudster’ is a type of unauthorised                  transaction as defined in Guideline 1.1(a) and refers to a situation where the                  fraudster intercepts and modifies a legitimate payment order at some point during                	the electronic communication between the payer’s device and the payment service                  provider (for instance through malware or man-in-the middle attacks) or modifies                  the payment instruction in the payment service provider’s system before the                  payment order is cleared and settled.	1
1-guideline.txt	h.    ‘Issuance of a payment order by the fraudster’ is a type of unauthorised transaction                  as defined in Guideline 1.1(a) and refers to a situation where a fake payment order                	  is issued by the fraudster after having obtained the payer’s/payee's sensitive                  payment data through fraudulent means.	1
1-guideline.txt	1.4.   Competent authorities should report data from payment service providers offering payment      	  initiation services in accordance with the following:	1
1-guideline.txt	a. ‘Domestic payment transactions’ refer to payment transactions, where the                  payment initiation 	service provider and the account servicing payment service                  provider are located in the same Member State.	1
1-guideline.txt	2.1.   The competent authority	should report statistical information on:	1
1-guideline.txt	a.     total payment transactions in line with the different 	breakdowns in Annex 2 and in         accordance with Guideline 1.2; and	1
1-guideline.txt	b.     total fraudulent payment transactions in line with the 	different breakdowns in Annex 2 and         as defined under Guideline 1.3(f).	1
1-guideline.txt	2.2.   The competent authority should report the statistical information in Guideline 2.1 both in        volume (i.e. number of transactions or fraudulent transactions) and value 	(i.e. amount of        transactions or fraudulent transactions). It should report volumes and values in actual units,        with two decimals for values.	1
1-guideline.txt	2.3.   The competent authority should report the values in euro currency. It should convert data        for values of transactions or fraudulent transactions denominated in a currency other than      	 the euro, using the relevant exchange rates applied to these transactions or the average ECB        reference exchange rate for the applicable reporting period.	1
1-guideline.txt	2.4.   The competent authority can report zero (‘0’) where there were no transactions or        fraudulent transactions	 taking place for a particular indicator in the reporting period        established.	1
1-guideline.txt	2.5.   The competent authority should aggregate the data collected within its Member State from      	  the addressees of this Guidelines by summing the figures reported for each individual        payment service provider in line with the data breakdowns in Annex 2.	1
1-guideline.txt	2.6.   The competent authority should define the secure communication procedures and the        format for the reporting of the data by payment service providers. The competent authority       	 should also ensure that an appropriate deadline is given to payment service providers to        ensure the quality of the data and to account for the potential delay in reporting fraudulent        payment transactions.	1
1-guideline.txt	2.7.   The competent authority should ensure that the data reported under these Guidelines can        	be cross-referenced and used by the EBA and the ECB in accordance with the data        breakdowns in Annex 2.	1
1-guideline.txt	3.1.   The competent authority should report the volumes and values of payment transactions and       	 fraudulent payment transactions in line with Guidelines 2.1 and 2.2. To avoid double        counting, data should not be aggregated across the different data breakdowns in Annex 2.	1
1-guideline.txt	                                                                                                  26 FINAL REPORT ON FRAUD	 REPORTING GUIDELINES UNDER PSD2	1
1-guideline.txt	3.2.   The competent authority should report adjustments to data on any payment transaction and        fraudulent payment transaction reported in any past reporting period during the next        reporting window after the information necessitating the adjustments is obtained from given       	 payment service provider(s) and up to 13 months after the transaction was executed (and/or        acquired) to enable the payment service user to exercise its right to notify the payment        service provider no later than 13 months after the transaction was executed in accordance        with Article 71 PSD2.	1
1-guideline.txt	3.3.   The competent authority should at all times ensure the confidentiality and integrity of the     	   information stored and exchanged and the proper identification when submitting data to the        ECB and the EBA.	1
1-guideline.txt	3.4.   The competent authority should send the aggregated data to the ECB and the EBA	 within six        months from the day after the end of the reporting period.	1
1-guideline.txt	3.5.   The competent authority should agree with the ECB and the EBA the secure communication       	 procedures and the specific format in which the competent authority should report the data.	1
1-guideline.txt	Guideline 4: Cooperation 	among competent authorities	1
1-guideline.txt	4.1.   Where there is more than one competent authority in a Member State under PSD2, the       	 competent authorities should co-ordinate the data collection to ensure that only one set of        data is reported for that Member State to the ECB and the EBA.	1
1-guideline.txt	4.2.   Upon request by the competent authority in a home Member State, the competent authority     	   in a host Member State should make available information and data that established        branches have reported to them.	1
10-guideline.txt	5. These guidelines specify sound risk management practices for credit institutions for     	      managing non-performing exposures (NPEs), forborne exposures (FBEs) and foreclosed        assets.	1
10-guideline.txt	    6. These guidelines also provide competent authorities with guidance on assessing credit	        institutions’ risk management practices, policies, processes and procedures for managing        NPEs and FBEs as part of the supervisory review and evaluation process (SREP).	1
10-guideline.txt	7. These guidelines apply in relation to Article 74 of Directive 2013/36/EU, 8 which requires        institutions to have robust governance arrangements, including a clear organisational  	      structure with well-defined, transparent and consistent lines of responsibility, effective        processes to identify, manage, monitor and report the risks they are or might be exposed to        and adequate control mechanisms.	1
10-guideline.txt	    8. Competent authorities should ensure that credit institutions comply with these guidelines  	      on an individual, sub-consolidated and consolidated basis in accordance with Article 109 of        Directive 2013/36/EU.	1
10-guideline.txt	    9. All sections of these guidelines apply to all exposures subject to definitions of non-performing	        and forbearance as defined in Annex V to Commission Implementing Regulation (EU)        No 680/2014.9	1
10-guideline.txt	    10.For the purposes of the abovementioned definitions of non-performing and forborne  	      exposures in Annex V to Commission Implementing Regulation (EU) No 680/2014, trading        exposures include the exposures in the trading book defined in point 86 of Article 4(1) of        Regulation (EU) No 575/2013.	1
10-guideline.txt	    11.Credit institutions with a gross NPL ratio equal to or greater than 5% on consolidated,	 subconsolidated or solo level should apply sections 4 and 5 of these guidelines to the entities        that have NPL ratios exceeding the set threshold.	1
10-guideline.txt	8 Directive 2013/36/EU of the European Parliament and of the Council of 26 June 2013 on access	 to the activity of credit institutions and the prudential supervision of credit institutions and investment firms, amending Directive 2002/87/EC and repealing Directives 2006/48/EC and 2006/49/EC, (OJ L 176, 27.6.2013, p. 338).	1
10-guideline.txt	9 Commission Implementing Regulation (EU) No 680/2014 of 16 April 2014 laying down implementing technical standards	 with regard to supervisory reporting of institutions according to Regulation (EU) No 575/2013 of the European Parliament and of the Council, (OJ L 191, 28.6.2014, p. 1).	1
10-guideline.txt	                                                                                                                     14 FINAL REPORT – GUIDELINES ON 	 MANAGEMENT OF NON-PERFORMING AND FORBORNE EXPOSURES	1
10-guideline.txt	      12.Where credit institutions have a gross NPL ratio below the 5% level but have a high share or          material amount of NPEs in an individual portfolio or individual portfolios with a specific 	         concentration of NPEs in a geographical region, an economic sector or a group of connected          clients, competent authorities may require credit institutions to apply sections 4 and 5 at the          level of these portfolios.	1
10-guideline.txt	      15.Credit institutions should comply with these guidelines in a manner that is appropriate to          their size and internal organisation and the nature, scope and complexity of their activities;          in particular, credit institutions may comply with sections 4 and 5 taking into account the          proportionality criteria specified in section 4, Title I, of the EBA Guidelines on internal          governance.10 Furthermore,	 if the credit institution is classified by the competent authorities          for SREP purposes as SREP Category 3 or 4 (as assigned in accordance with the EBA Guidelines          on common procedures and methodologies for the SREP11), then the guidelines should be          applied in a proportionate manner. The principle of proportionality in the application of these          guidelines will relate in particular to simplified obligations for the operationalisation and          governance arrangements supporting the NPE strategies of credit institutions (section 5).	1
10-guideline.txt	10   Guidelines on internal governance under Directive 2013/36/EU (EBA/GL/2017/11). 11  Described in section 2.1.1,	 ‘Categorisation of institutions’, of the Guidelines on common procedures and methodologies for the supervisory review and evaluation process (SREP) (EBA/GL/2014/13).	1
10-guideline.txt	                                                                                                            15 FINAL REPORT – GUIDELINES	 ON MANAGEMENT OF NON-PERFORMING AND FORBORNE EXPOSURES	1
10-guideline.txt	     16.Proportionality in terms of the supervisory assessment of the NPE strategy of a SREP         Category 3 or 4 institution can be achieved by aligning the assessment with the SREP 	         engagement model, which ensures a risk-based approach to supervision and takes into         account the systemic importance of the institution.	1
10-guideline.txt	17.These guidelines are addressed to competent authorities as defined in point (i) of Article 4(2)         of Regulation (EU) No 1093/2010. 	The guidelines are also addressed to credit institutions as         defined in point 1 of Article 4(1) of Regulation (EU) No 575/2013.	1
10-guideline.txt	18.Unless otherwise specified, terms used and defined in Directive 2013/36/EU, Regulation (EU)	         No 575/2013,12 and Commission Implementing Regulation (EU) No 680/2014, as amended         and in force, have the same meaning in the guidelines.	1
10-guideline.txt	     19.In addition and in particular, for the purposes of these guidelines, the following definitions         apply. 	                                             As defined in Part 2, paragraph 231(b), of Annex V to Commission  Cure period                                              Implementing Regulation (EU) No 680/2014	1
10-guideline.txt	 EBITDA                                      Earnings before interest	 taxes, depreciation and amortisation	1
10-guideline.txt	                                             Forbearance measures as referred in Annex V to Commission  Forbearance	                                              Implementing Regulation (EU) No 680/2014	1
10-guideline.txt	                                             Exposures in respect to which forbearance measures have been  Forborne exposures (FBEs)	                   applied in accordance with Annex V to Commission Implementing                                              Regulation (EU) No 680/2014	1
10-guideline.txt	                                             Assets obtained by taking possession of collateral and which                                              remain recognised on the balance sheet. Foreclosed assets can                                              be obtained through judicial procedures, through bilateral                                              agreement with the borrower or through other 	types of collateral  Foreclosed assets                                              transfer from the borrower to the credit institution. Foreclosed                                              assets may include financial and non-financial assets and should                                              include all collateral obtained irrespective of accounting                                              classification	1
10-guideline.txt	                                             Immovable property as defined in Article 208 	of Regulation (EU)  Immovable property                                              No 575/2013	1
10-guideline.txt	                                             Liquidation costs are defined as the cash outflows incurred during  Liquidation cost 	                                             collateral execution and the sales process and include:	1
10-guideline.txt	22.This section sets out the key elements for developing and implementing an NPE strategy.  	        Credit institutions should have in place an adequate framework to identify, measure,          manage, monitor and mitigate NPEs, including through workout activities.	1
10-guideline.txt	      23.In the development and implementation of their NPE strategies, credit institutions should 	         take into account relevant consumer protection considerations and requirements, and          ensure fair treatment of consumers.	1
10-guideline.txt	4.1 Developing the 	NPE strategy	1
10-guideline.txt	24.Credit institutions should establish an NPE strategy to target a time-bound reduction of NPEs          over a realistic but sufficiently ambitious time horizon (NPE reduction targets). The NPE          strategy should lay out the credit institution’s approach and objectives regarding effective          management to maximise recoveries and ultimately a reduction in NPE stocks in a clear,          credible and feasible manner for each relevant portfolio.	 When developing and          implementing the NPE strategy for retail portfolios, credit institutions should consider          provisions aimed at protecting consumers, including Directive 2014/17/EU, 13          Directive 2008/48/EC14 and the EBA Guidelines on arrears and foreclosure.15	1
10-guideline.txt	13Directive 2014/17/EU of the European Parliament and of the Council of 4 February 2014 on credit agreements	 for consumers relating to residential immovable property and amending Directives 2008/48/EC and 2013/36/EU and Regulation (EU) No 1093/2010 (OJ L 60, 28.2.2014, p. 34). 14Directive 2008/48/EC of the European Parliament and of the Council of 23 April 2008 on credit agreements for consumers and repealing Council Directive 87/102/EEC (OJ L 133, 22.5.2008, p. 66).	1
10-guideline.txt	   63.In order to mitigate sufficiently any conflict of interest in managing NPEs, as well as to make       good use of dedicated NPE expertise across the organisation, credit institutions should       establish dedicated NPE workout units (NPE WUs) that are independent from loan origination       activities. 	This separation of duties approach should encompass not only client relationship       activities (e.g. negotiation of forbearance solutions with clients) but also the decision-making       process. In this context, credit institutions should consider implementing dedicated decisionmaking bodies related to NPE workout (e.g. an NPE committee).	1
10-guideline.txt	   64.Where overlaps with the decision-making bodies, managers or experts involved in the loan 	      origination process are unavoidable, the institutional framework and internal controls should       ensure that any potential conflicts of interest are sufficiently mitigated.	1
10-guideline.txt	   65.Credit institutions should have arrangements in place to ensure that regular feedback  	     between loan origination units and NPE WUs is established.	1
10-guideline.txt	   66.When designing an appropriate NPE WU structure, credit institutions should take into 	      account the specificities of their main NPE portfolios, including the type of exposure (retail,       SME, corporate) and the type of collateral.	1
10-guideline.txt	   67.Credit institutions should consider designing automated processes for NPE WUs for       homogeneous retail NPE portfolios. For corporate NPE portfolios, where relevant, and       depending on the sectoral concentration of the NPEs, credit institutions should consider a 	      relationship management approach with sectoral specialisation of NPE WU staff. For sole       traders and micro-enterprises, a combination of automated elements and a relationship       management approach should be considered.	1
10-guideline.txt	   68.Smaller and less complex credit institutions (e.g. those that are classified in SREP Category 3       or 4) may have in place dedicated workout functions proportionate to their size, nature, 	      complexity and risk profile. Credit institutions should ensure that the design of such functions       prevents and eliminates conflict of interest in the management of NPEs.	1
10-guideline.txt	                                                                                                   27 FINAL REPORT – GUIDELINES	 ON MANAGEMENT OF NON-PERFORMING AND FORBORNE EXPOSURES	1
10-guideline.txt	          making bodies related to NPE workout, may cover the necessary requirements in their 	          existing credit or risk committees, as long as conflicts of interest are sufficiently mitigated.	1
10-guideline.txt	      5.2.2           Alignment	 with the NPE life cycle	1
10-guideline.txt	      70.NPE WUs should be set up to ensure that NPE workout activities and borrower engagements          are tailored to the phases of the NPE life cycle.22 Credit institutions should set up different 	         NPE WUs for the different phases of the NPE life cycle and also for different portfolios, if          appropriate. All applicable workout stages should receive adequate focus and should be          equipped with sufficiently specialised staff.	1
10-guideline.txt	     73.The EBA Guidelines on credit risk management practices and accounting for expected credit         losses25 describe the policies for credit institutions of grouping exposures with shared credit         risk characteristics. Homogeneous portfolios should be built up in order to tailor treatments 	        specifically to NPEs. Credit institutions should consider designing customised processes for         each portfolio, with a dedicated expert team taking ownership of each. NPE portfolios should         be analysed with a high degree of granularity, resulting in clearly defined borrower         subportfolios. For these analyses, credit institutions should develop appropriate         management information systems and sufficiently high data quality.	1
10-guideline.txt	     76.Credit institutions should have in place an appropriate organisational framework relative to         their business model and taking into account their risks, including risks stemming from NPEs.         Credit institutions therefore should devote an appropriate and proportionate amount of         management attention and resources to the workout of NPEs and to internal controls on         related processes.	     77.Sharing management and resources with other parts of the value chain (e.g. loan origination)         should be carefully reviewed before implementation in order to avoid conflicts of interest         and to ensure sufficient specialisation, as discussed above.	0
10-guideline.txt	     78.Based on the findings of the credit institution’s NPE self-assessment on capabilities, as         referred to in section 4.2.1, credit institutions should regularly review the adequacy of their         internal and external NPE workout resources and address any human resourcing gaps in a         timely fashion. As workout activities may place significant demands on resources, credit         institutions should consider if it is appropriate to choose to use fixed-term contracts,         internal/external outsourcing or joint ventures for NPE workout activities. However, the final         responsibility for these activities remains with the credit institution. In the event that         outsourcing is used, credit institutions should ensure that such outsourcing is arranged in         accordance with the applicable legislation or regulatory requirements.	     79.Credit institutions should build up the relevant expertise required for the defined NPE         operating model, including the NPE WUs and internal control functions, in line with the         provisions of the joint ESMA and EBA Guidelines on the assessment of the suitability of         members of the management body and key function holders.26 Staff allocated to key NPE         workout tasks should have specific NPE expertise and experience. Credit institutions should         implement adequate and dedicated NPE training, including on consumer protection, and         should design staff development plans to build in-house expertise using available talent.	0
10-guideline.txt	     80.Where it is not possible or efficient to build in-house expertise and infrastructure, the NPE         WUs should have easy access to qualified independent external resources (e.g. property         appraisers, legal advisors, business planners, industry experts) or to dedicated NPE servicing         companies.	     81.The credit institution, in alignment with the overall NPE strategy and operational plan, should         implement an appraisal system tailored to the requirements of the NPE WUs. The appraisal         system should be designed in line with the provisions of the EBA Guidelines on sound	0
10-guideline.txt	87.The management body should be responsible for establishing and monitoring the adequacy          and effectiveness of the internal control framework. In particular, effective and efficient          internal control processes should be implemented for the NPE workout framework in order          to ensure full alignment between the NPE strategy and operational plan on the one hand and          the credit institution’s overall business strategy, including the NPE strategy and operational          plan, and risk appetite on the other hand.	      88.Internal control functions should regularly submit to the management body written reports          on NPE management highlighting major identified deficiencies. These reports should include,          for each new identified major deficiency, the relevant risks involved, an impact assessment,          recommendations and corrective measures to be taken. Where necessary, the heads of          internal control functions should be able to have access to and report directly to the          management body in its supervisory function to raise concerns and warn the supervisory          function, where appropriate, when specific developments affect or may affect the          institution. This should not prevent the heads of internal control functions from reporting          within regular reporting lines as well.	0
10-guideline.txt	      89.The management body should follow up on the findings of the internal control functions in a          timely and effective manner and require adequate remedial actions. A formal follow-up          procedure on findings and corrective measures taken should be put in place.	      90.The internal control framework should involve all three lines of defence in line with the EBA          Guidelines on internal governance.30 The roles of the different functions involved should be          assigned and documented clearly to avoid gaps or overlaps. Key outcomes of second- and          third-line activities as well as defined mitigating actions and progress on those needs should          be reported to the management body regularly.	0
10-guideline.txt	      91.In the implementation of the control framework, larger and more complex credit institutions          should apply all three lines of defence; the second line of defence does not have to be NPE          specific and may be performed by the credit risk (control) function.	      92.In the implementation of the control framework, smaller and less complex credit institutions          (e.g. those that are classified in SREP Category 3 or 4) do not necessarily have to have three          fully fledged NPE-specific lines of defence, but they have to ensure that any conflict of          interest is sufficiently mitigated.	0
10-guideline.txt	   93.Credit institutions should ensure that the first line of defence is embedded into the       procedures and processes of the operational units, mainly the NPE WUs, that actually own       and manage the credit institution’s risks in the specific context of NPE workout.	   94.In order to ensure that adequate control mechanisms are implemented, credit institutions       should have internal policies in place on the NPE workout framework. The managers of the       operational units are responsible for ensuring that these internal policies are implemented,       including through their incorporation into IT procedures. Annex 4 to these guidelines sets out       key elements of NPE framework-related policies that should be implemented in credit       institutions.	0
10-guideline.txt	   95.Second line of defence functions should perform controls on a continuous basis to check that       NPE management in the first line of defence is operating as intended. To adequately perform       their control tasks, second-line functions require a strong degree of independence from       functions performing business activities, including the NPE WUs, and should have sufficient       resources. They should have an adequate number of qualified staff. The qualifications of staff       should be reassessed on an ongoing basis, and staff should receive training as necessary.	   98.The third line of defence, the independent internal audit function, should have sufficient NPE       workout expertise to perform its periodic control activities on the efficiency and       effectiveness of the NPE framework, including the first- and second-line controls.	0
10-guideline.txt	   99.With regard to the NPE framework, the internal audit function should, at least, perform       regular assessments to monitor adherence to internal NPE-related policies (see Annex 4) and       to this guidance. This should also include random and unannounced inspections and credit       file reviews.	   100. In determining the frequency, scope and scale of the controls to be carried out, credit       institutions should take into account the level of NPEs and whether significant irregularities       and weaknesses have been identified by recent audits.	0
10-guideline.txt	   101. Based on the results of its controls, the internal audit function should make       recommendations to the management body, bringing possible improvements to their       attention.	102. The monitoring systems should be based on the NPE targets approved in the NPE strategy       and related operational plan, which are subsequently cascaded down to the operational       targets of the NPE WUs, with feedback loops to pricing of credit risk and provisioning. A       related framework of NPE-related key performance indicators (KPIs) should be developed to       allow the management body and other relevant managers to measure progress.	0
